headline,link,date_str,parsed_date_iso,sentiment_score
"Markets end lower: Nifty below 25,000, Sensex falls 270 points; Eternal, Grasim among top losers – 5 key highlights",https://www.financialexpress.com/market/markets-end-lower-nifty-below-25000-sensex-falls-270-points-eternal-grasim-among-top-losers-5-key-highlights-3850049/,2025-05-19T15:35:37+05:30,2025-05-19T10:05:37,-0.2732
Infosys trims Q4 bonus to 65% as profit slides,https://www.financialexpress.com/business/industry-infosys-trims-q4-bonus-to-65-as-profit-slides-3846304/,2025-05-15T19:44:33+05:30,2025-05-15T14:14:33,0.7506
"Nifty IT Index cracks 2%, Infosys slides 3%: 3 big concerns at this hour",https://www.financialexpress.com/market/why-are-tech-stocks-falling-today-nifty-it-index-down-over-1-3842830/,2025-05-13T12:22:23+05:30,2025-05-13T06:52:23,0.4019
"Biggest single day gain in 1-year for Nifty, Sensex today: 6 top Index gainers",https://www.financialexpress.com/market/biggest-single-day-gain-in-1-year-for-nifty-sensex-today-6-top-index-gainers-3841597/,2025-05-12T16:27:18+05:30,2025-05-12T10:57:18,0.7845
"Tech trouble: IT deal signings slowdown in April; BNP Paribas say Infosys, Cognizant TCS lead",https://www.financialexpress.com/business/industry-tech-trouble-it-deal-signings-slowdown-in-april-bnp-paribas-say-infosys-cognizant-tcs-lead-3838509/,2025-05-09T13:21:08+05:30,2025-05-09T07:51:08,-0.4019
"Mid, small-cap IT firms extend lead over biggies",https://www.financialexpress.com/business/industry-mid-small-cap-it-firms-extend-lead-over-biggies-3837741/,2025-05-09T05:19:52+05:30,2025-05-08T23:49:52,0.1779
Tata Steel & Infosys seek reduction in SEZ areas,https://www.financialexpress.com/business/industry-tata-steel-infosys-seek-reduction-in-sez-areas-3833668/,2025-05-05T22:02:02+05:30,2025-05-05T16:32:02,0.0
Infosys acquires Australian cybersecurity firm for Rs 532 crore,https://www.financialexpress.com/business/industry-infosys-acquires-australian-cybersecurity-firm-for-rs-532-crore-3830667/,2025-05-02T20:04:10+05:30,2025-05-02T14:34:10,0.0
"Stocks to watch: From Tata Motors, Infosys to JSW Energy – Here are 10 stocks in focus today",https://www.financialexpress.com/market/stocks-to-watch-from-tata-motors-infosys-to-jsw-energy-here-are-10-stocks-in-focus-today-3829608/,2025-05-02T06:21:36+05:30,2025-05-02T00:51:36,0.2732
Infosys fires another 195 trainees,https://www.financialexpress.com/jobs-career/infosys-fires-another-195-trainees-3826935/,2025-04-30T11:27:17+05:30,2025-04-30T05:57:17,0.0
"Infosys layoffs: Narayana Murthy’s company fires 195 more trainees at Mysuru campus, says report",https://www.financialexpress.com/business/industry/infosys-layoffs-narayana-murthys-company-fires-195-more-trainees-at-mysuru-campus-says-report/3826165/,2025-04-29T12:22:32+05:30,2025-04-29T06:52:32,0.0
"Top 10 CSR spenders in FY24: HDFC Bank, Reliance at the forefront – Check full list here",https://www.financialexpress.com/business/industry/top-10-csr-spenders-in-fy24-hdfc-bank-reliance-at-the-forefront-check-full-list-here/3824734/,2025-04-28T08:09:32+05:30,2025-04-28T02:39:32,0.2023
Early birds get a jolt,https://www.financialexpress.com/market/early-birds-get-a-jolt-3824306/,2025-04-27T21:26:43+05:30,2025-04-27T15:56:43,0.0
